name,location,cuisine,top_dishes,price_for_2,dining_rating,dining_rating_count,delivery_rating,delivery_rating_count,features,price_category,cuisine_list,has_dine_in,has_delivery
HM Burger Point,Thiruvanmiyur,['Fast Food'],Invalid,200,2.6,121,3.9,1539,"['Home Delivery', 'Indoor Seating']",Budget,['Fast Food'],1,1
Tattu Idly & Variety Dosa shop,Perambur,['South Indian'],Invalid,150,0.0,0,3.9,1581,"['Home Delivery', 'Vegetarian Only', 'Standing Tables']",Budget,['South Indian'],0,1
Madrasapattinam,"Hotel Marina Inn, Egmore","['South Indian', ' Andhra', ' Chettinad', ' Beverages']",['Veg Thali'],500,3.7,85,3.9,65,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Indoor Seating', 'Table reservation required', 'Buffet']",Affordable,"['South Indian', ' Andhra', ' Chettinad', ' Beverages']",1,1
The Brown Bean,Vadapalani,"['Fast Food', ' Beverages']",Invalid,500,3.8,74,4.1,926,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']",Affordable,"['Fast Food', ' Beverages']",1,1
Cake a Lishious,Kilpauk,"['Bakery', ' Desserts']",['Cupcake'],700,3.8,37,0.0,0,"['Home Baker', 'Desserts and Bakes', 'Pre-Ordering Required']",Mid Range,"['Bakery', ' Desserts']",1,0
Oink,Nungambakkam,"['Fast Food', ' Andhra']","['Pork Ribs', ' Chilli Pork', ' Coffee', ' Vada Pav', ' Hot Dog']",500,0.0,0,4.5,409,"['Home Delivery', 'Self Service']",Affordable,"['Fast Food', ' Andhra']",0,1
Slounge - Lemon Tree Shimona,"Lemon Tree Shimona, Ramapuram",['Finger Food'],"['Fries', ' Cocktails', ' Kung Pao Chicken', ' Beer']",2000,3.8,107,0.0,0,"['Full Bar Available', 'Nightlife', 'Table booking recommended', 'LGBTQIA Friendly', 'Valet Parking Available', 'Indoor Seating', '4/5 Star']",Premium,['Finger Food'],1,0
Samudra - Trident,"Trident, Gst Road","['Seafood', ' South Indian', ' Chettinad', ' Mangalorean', ' Andhra', ' Kerala']","['Calamari', ' Fish']",3000,3.3,63,0.0,0,"['Wheelchair Accessible', 'Full Bar Available', 'Indoor Seating', 'Luxury Dining', 'Wifi', 'Table booking recommended', 'Valet Parking Available', '4/5 Star']",Premium,"['Seafood', ' South Indian', ' Chettinad', ' Mangalorean', ' Andhra', ' Kerala']",1,0
Balle Balle,Shenoy Nagar,['North Indian'],"['Amritsari Kulcha', ' Chole', ' Paneer Bhurji', ' Lassi', ' Paneer Tikka', ' Jalebi', ' Naan']",300,3.8,83,3.7,164,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",Budget,['North Indian'],1,1
Konaar's Biryani,Tambaram,"['Chinese', ' North Indian', ' Biryani']","['Chicken Grill', ' Mutton Combo', ' Chicken Biryani', ' Tomato Soup']",550,3.5,99,0.0,0,"['Home Delivery', 'Indoor Seating']",Affordable,"['Chinese', ' North Indian', ' Biryani']",1,0
Visitors Restaurant,T. Nagar,"['Biryani', ' Continental']",['Faluda'],800,3.6,114,3.9,6975,"['Home Delivery', 'Indoor Seating']",Mid Range,"['Biryani', ' Continental']",1,1
Meenam,"Harrisons Hotel, Nungambakkam","['South Indian', ' North Indian']","['Thali', ' Fish', ' Crab Masala', ' Mutton Biryani']",1100,3.7,90,3.9,92,"['Home Delivery', 'Wheelchair Accessible', 'Valet Parking Available', 'Table booking recommended', 'Wifi', 'Indoor Seating']",Premium,"['South Indian', ' North Indian']",1,1
Queens Court,Potheri,"['South Indian', ' Fast Food']",['Pasta'],200,3.9,140,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['South Indian', ' Fast Food']",1,0
Arabian Delights,Mogappair,"['Lebanese', ' Fast Food', ' Chinese', ' Chettinad', ' BBQ', ' North Indian']","['Bbq Chicken', ' Arabian Delight', ' Mutton Shawarma']",500,2.7,104,3.6,664,"['Home Delivery', 'Indoor Seating']",Affordable,"['Lebanese', ' Fast Food', ' Chinese', ' Chettinad', ' BBQ', ' North Indian']",1,1
Sri Durga Bhavan,Madipakkam,"['South Indian', ' Chinese']",Invalid,250,3.8,117,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Free Parking', 'Catering Available']",Budget,"['South Indian', ' Chinese']",1,0
Sai Sandwich,Medavakkam,"['Fast Food', ' Sandwich', ' Beverages']",['Sandwich'],250,3.8,87,3.6,350,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Indoor Seating']",Budget,"['Fast Food', ' Sandwich', ' Beverages']",1,1
Gannet,Nungambakkam,"['Beverages', ' Fast Food']",Invalid,450,3.9,106,3.9,37,"['Home Delivery', 'Indoor Seating']",Affordable,"['Beverages', ' Fast Food']",1,1
Kays Bakes,Royapuram,['Bakery'],"['Chocolate Truffle', ' Cupcake']",650,0.0,0,4.4,92,"['Delivery Only', 'Desserts and Bakes', 'Pre-Ordering Required', 'Home Baker']",Mid Range,['Bakery'],0,1
Madras Machan's,Old Mahabalipuram Road (Omr),"['South Indian', ' North Indian']",Invalid,700,3.9,86,0.0,0,['Indoor Seating'],Mid Range,"['South Indian', ' North Indian']",1,0
Hot Touch,George Town,"['South Indian', ' North Indian', ' Chinese', ' BBQ']","['Shawarma', ' Chicken Shawarama', ' Chicken Grill', ' Naan']",550,3.8,123,4.1,118,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",Affordable,"['South Indian', ' North Indian', ' Chinese', ' BBQ']",1,1
Salem Thattu Vadai Kadai,K.K. Nagar,"['Street Food', ' South Indian']",['Thattu Vada'],350,3.4,90,4.1,351,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",Affordable,"['Street Food', ' South Indian']",1,1
Mamee Soup,West Mambalam,['Healthy Food'],"['Herbal Soup', ' French Onion Soup']",60,4.1,115,0.0,0,"['Vegetarian Only', 'Indoor Seating']",Budget,['Healthy Food'],1,0
Rukku Aya Kadai,Kodambakkam,['South Indian'],Invalid,150,3.7,106,3.8,500,"['Home Delivery', 'Serves Halal', 'Indoor Seating']",Budget,['South Indian'],1,1
Paprikaas,Saidapet,"['Biryani', ' Chinese', ' Fast Food']",Invalid,300,3.9,119,4.0,5816,"['Home Delivery', 'Indoor Seating']",Budget,"['Biryani', ' Chinese', ' Fast Food']",1,1
Dasa Dozza,"Express Avenue Mall,Royapettah","['South Indian', ' Street Food']","['Vada Curry', ' Coffee', ' Set Dosa', ' Curd Rice', ' Mysore Masala Dosa', ' Ghee Masala Dosa', ' Cheese Masala Dosa']",500,2.8,66,0.0,0,"['Wheelchair Accessible', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating']",Affordable,"['South Indian', ' Street Food']",1,0
The Bar,"Fairfield By Marriot, Chengalpattu","['Continental', ' Asian']",Invalid,1200,3.3,83,0.0,0,"['Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Nightlife', 'Table booking recommended', 'Live Sports Screening', 'Indoor Seating']",Premium,"['Continental', ' Asian']",1,0
Lobby Lounge - The Leela Palace,"The Leela Palace, Mrc Nagar",['Continental'],"['Cup Cake', ' Hot Chocolate', ' Coffee', ' Tea']",2500,4.1,87,0.0,0,"['Wheelchair Accessible', 'Full Bar Available', 'Indoor Seating', 'Luxury Dining', 'Wifi', 'Table reservation required', 'Valet Parking Available', 'Desserts and Bakes', '4/5 Star']",Premium,['Continental'],1,0
Juice'r rus,Nungambakkam,"['Juices', ' Beverages']","['Snicker Shake', ' Lassi', ' Dessert Jar']",300,3.6,81,4.2,734,"['Home Delivery', 'Indoor Seating']",Budget,"['Juices', ' Beverages']",1,1
Cafe Clock,Gopalapuram,['Beverages'],"['Thick Shakes', ' Hazelnut Mocha']",400,0.0,0,4.5,1049,"['Home Delivery', 'Standing Tables']",Affordable,['Beverages'],0,1
Al- Baaqee,Medavakkam,"['North Indian', ' Chinese', ' Arabian']",Invalid,600,3.7,115,3.9,1551,"['Home Delivery', 'Indoor Seating']",Affordable,"['North Indian', ' Chinese', ' Arabian']",1,1
Rahman Biriyani,Old Mahabalipuram Road (Omr),"['Biryani', ' South Indian', ' North Indian', ' Chinese']",['Tomato Rice'],300,2.2,117,3.5,6099,"['Home Delivery', 'Indoor Seating', 'Catering Available']",Budget,"['Biryani', ' South Indian', ' North Indian', ' Chinese']",1,1
Zia Malaysian Parotta City,"Omr Food Street, Navallur","['Malaysian', ' South Indian']","['Paratha', ' Mee Goreng']",500,3.4,73,3.4,625,"['Home Delivery', 'Indoor Seating']",Affordable,"['Malaysian', ' South Indian']",1,1
Hot Drum,Kodambakkam,"['Biryani', ' Fast Food', ' North Indian', ' Chinese']","['Pasta', ' Noodle']",500,3.4,93,4.0,1553,"['Home Delivery', 'Indoor Seating']",Affordable,"['Biryani', ' Fast Food', ' North Indian', ' Chinese']",1,1
Biriyani Fort,Medavakkam,"['Arabian', ' Biryani', ' Chettinad', ' Chinese']",Invalid,450,3.5,89,3.7,797,"['Home Delivery', 'Indoor Seating']",Affordable,"['Arabian', ' Biryani', ' Chettinad', ' Chinese']",1,1
GK Veg Restaurant,Tambaram,"['South Indian', ' North Indian', ' Chinese']","['Vegetable Biryani', ' Chaat']",200,2.5,109,3.8,456,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,"['South Indian', ' North Indian', ' Chinese']",1,1
Cafe Siciliano,Nungambakkam,"['Cafe', ' Italian', ' Beverages']",Invalid,800,3.6,63,0.0,0,"['Home Delivery', 'Indoor Seating']",Mid Range,"['Cafe', ' Italian', ' Beverages']",1,0
Aruna Hotel,Sholinganallur,"['North Indian', ' South Indian', ' Chinese']",Invalid,300,0.0,0,3.3,4015,"['Breakfast', 'Home Delivery']",Budget,"['North Indian', ' South Indian', ' Chinese']",0,1
Cane Twist,Velachery,['Beverages'],"['Sugarcane Juice', ' Fruit Juices', ' Mocktails']",200,4.0,82,3.9,786,"['Home Delivery', 'Indoor Seating']",Budget,['Beverages'],1,1
Hotel Chaitra,Mylapore,"['South Indian', ' Chinese']","['Pongal', ' Vada', ' Fried Rice']",200,3.6,112,4.2,935,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",Budget,"['South Indian', ' Chinese']",1,1
Kairali Kerala Mess,Kodambakkam,"['Kerala', ' South Indian']",Invalid,350,3.8,93,4.0,742,"['Home Delivery', 'Indoor Seating']",Affordable,"['Kerala', ' South Indian']",1,1
D.A Brother's Food Corner,Ramapuram,"['North Indian', ' Chinese']",Invalid,350,3.9,111,4.0,5844,"['Home Delivery', 'Free Parking', 'Indoor Seating']",Affordable,"['North Indian', ' Chinese']",1,1
Kiran Shree Sagar,Karapakkam,"['North Indian', ' Chinese', ' Rolls']",Invalid,250,3.8,107,3.6,731,"['Home Delivery', 'Indoor Seating']",Budget,"['North Indian', ' Chinese', ' Rolls']",1,1
Earthen Oven -WelcomHotel,"Welcomhotel, Rk Salai (Cathedral Road)",['North Indian'],"['Chicken Tikka', ' Gulab Jamun', ' Masala Papad', ' Fish', ' Kulfi', ' Set Menu', ' Vegetable Biryani']",2700,3.6,50,0.0,0,"['Wheelchair Accessible', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', '4/5 Star', 'Table reservation required']",Premium,['North Indian'],1,0
Shankar Chat Bhandar,Anna Nagar East,['Street Food'],"['Dahipuri', ' Sev Puri', ' Chaat', ' Bhel Puri', ' Panipuri', ' Samosa', ' Dahi Papdi']",150,3.7,111,0.0,0,['Takeaway Only'],Budget,['Street Food'],1,0
Paarambariyas Traditional Veg Restaurant,Thiruvanmiyur,['South Indian'],['Coffee'],150,3.9,95,4.2,1137,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,['South Indian'],1,1
Hot Chinese,Kodambakkam,"['Chinese', ' North Indian']",Invalid,400,0.0,0,3.7,6943,['Home Delivery'],Affordable,"['Chinese', ' North Indian']",0,1
Firangi Bake,Navallur,"['Italian', ' Mexican']","['Minced Chicken Lasagne', ' Chocolate Fantasy', ' Garlic Bread', ' Paneer Tikka']",400,0.0,0,4.0,1282,"['Breakfast', 'Home Delivery']",Affordable,"['Italian', ' Mexican']",0,1
Godavari,Navallur,"['South Indian', ' Chinese', ' Andhra', ' Biryani']",Invalid,500,3.8,113,3.4,9315,"['Home Delivery', 'Indoor Seating']",Affordable,"['South Indian', ' Chinese', ' Andhra', ' Biryani']",1,1
Hotel Sakthi Tiffin Center,Mogappair,['South Indian'],Invalid,150,3.8,91,4.1,8496,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,['South Indian'],1,1
Hot Chapatis and Curries,Madipakkam,"['North Indian', ' Chinese', ' Street Food']",Invalid,450,3.7,91,3.8,991,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Affordable,"['North Indian', ' Chinese', ' Street Food']",1,1
Hotel Nellai,K.K. Nagar,"['Chinese', ' South Indian', ' Mughlai', ' Lebanese', ' Chettinad', ' North Indian']",Invalid,600,3.6,118,3.8,8856,"['Home Delivery', 'Indoor Seating']",Affordable,"['Chinese', ' South Indian', ' Mughlai', ' Lebanese', ' Chettinad', ' North Indian']",1,1
Cake Park,T. Nagar,['Bakery'],"['Chocolate Truffle', ' Cheesecake']",400,3.7,73,4.3,266,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",Affordable,['Bakery'],1,1
Kabuki,Nungambakkam,"['Japanese', ' Seafood', ' Sushi']",Invalid,1500,3.8,77,3.9,28,"['Home Delivery', 'Full Bar Available', 'Karaoke', 'Smoking Area', 'Valet Parking Available', 'Indoor Seating']",Premium,"['Japanese', ' Seafood', ' Sushi']",1,1
FryYo,Thiruvanmiyur,"['Fast Food', ' Burger', ' Rolls', ' Beverages']",Invalid,300,3.3,78,4.0,1255,"['Home Delivery', 'Free Parking', 'Indoor Seating']",Budget,"['Fast Food', ' Burger', ' Rolls', ' Beverages']",1,1
Tulsi Foods,Mylapore,"['North Indian', ' Fast Food', ' Continental', ' Italian', ' Chinese']","['Paneer Tikka', ' Paratha']",400,3.8,102,3.8,265,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Affordable,"['North Indian', ' Fast Food', ' Continental', ' Italian', ' Chinese']",1,1
Chapati Parantha Chaat & Snacks,Thiruvanmiyur,"['Street Food', ' North Indian', ' Beverages']",Invalid,150,3.3,71,4.3,1913,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",Budget,"['Street Food', ' North Indian', ' Beverages']",1,1
Al Sharjah,Mogappair,"['North Indian', ' Kerala']","['Chicken Grill', ' Fried Rice Chicken']",650,3.0,88,4.0,653,"['Home Delivery', 'Table Reservation Not Required', 'Indoor Seating']",Mid Range,"['North Indian', ' Kerala']",1,1
Milda Naturals,Anna Nagar East,"['Ice Cream', ' Desserts', ' Fast Food', ' Beverages']","['Belgian Chocolate', ' Belgium Chocolate']",300,3.8,79,3.9,45,"['Home Delivery', 'Vegetarian Only', 'Catering Available', 'Indoor Seating', 'Desserts and Bakes']",Budget,"['Ice Cream', ' Desserts', ' Fast Food', ' Beverages']",1,1
Jayruka Delicacies,Anna Nagar West,"['South Indian', ' Fast Food', ' Beverages']","['Pancakes', ' Pasta', ' Double Ka Meetha', ' Idiyappam', ' Cheese Corn Balls']",400,4.1,103,3.8,1858,"['Home Delivery', 'Vegetarian Only', 'Lunch Menu', 'Indoor Seating', 'Desserts and Bakes', 'Free Parking', 'Catering Available', 'Group Meal']",Affordable,"['South Indian', ' Fast Food', ' Beverages']",1,1
Melange,"Mercure, Sriperumbudur","['North Indian', ' Continental']",Invalid,1500,3.7,44,0.0,0,"['Breakfast', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'Valet Parking Available', 'Free Wifi', 'Disabled Friendly', 'Group Meal']",Premium,"['North Indian', ' Continental']",1,0
Spices Kerala Restaurant,Perungudi,"['Mughlai', ' Kerala']","['Paratha', ' Chicken Biryani', ' Ghee Rice']",500,3.4,65,0.0,0,"['Home Delivery', 'Indoor Seating']",Affordable,"['Mughlai', ' Kerala']",1,0
Fruit Punch,"Express Avenue Mall,Royapettah",['Beverages'],['Fruit Faluda'],300,3.5,79,0.0,0,"['Mall Parking', 'Indoor Seating']",Budget,['Beverages'],1,0
Searock Restaurant,Mahabalipuram,"['North Indian', ' Fast Food', ' Seafood', ' Chinese', ' Desserts']",Invalid,800,4.0,73,0.0,0,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi']",Mid Range,"['North Indian', ' Fast Food', ' Seafood', ' Chinese', ' Desserts']",1,0
Topi Vappa Biryani,Madipakkam,"['Biryani', ' Chinese', ' North Indian']",Invalid,400,3.6,90,4.0,2001,"['Home Delivery', 'Indoor Seating']",Affordable,"['Biryani', ' Chinese', ' North Indian']",1,1
Pandiaas Multi Cuisine Restaurant,Navallur,"['North Indian', ' South Indian', ' Chinese', ' Biryani']","['Chicken Grill', ' Shawarma', ' Paratha']",500,3.1,74,3.8,286,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",Affordable,"['North Indian', ' South Indian', ' Chinese', ' Biryani']",1,1
Oceana's Multicuisine restaurant,Perungudi,"['Biryani', ' North Indian', ' Chinese', ' Seafood']",Invalid,550,3.5,111,3.6,6632,"['Home Delivery', 'Indoor Seating']",Affordable,"['Biryani', ' North Indian', ' Chinese', ' Seafood']",1,1
Wings Bar,Vandalur,"['Finger Food', ' Chinese']",Invalid,800,3.4,25,0.0,0,"['Wine and Beer', 'Indoor Seating', 'Serves Cocktails', 'Smoking Area']",Mid Range,"['Finger Food', ' Chinese']",1,0
Al Moghal Biriyani,T. Nagar,"['Biryani', ' Fast Food']",Invalid,200,3.9,113,3.9,9140,"['Home Delivery', 'Indoor Seating']",Budget,"['Biryani', ' Fast Food']",1,1
BBQ Ride,"Omr Food Street, Navallur",['BBQ'],"['Chicken Grill', ' Pineapple Grill']",200,3.6,78,4.0,267,"['Home Delivery', 'Indoor Seating']",Budget,['BBQ'],1,1
Adyar Sree Bhavan,Adyar,"['South Indian', ' North Indian', ' Chinese']",['Pongal'],300,3.8,98,3.9,581,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Indoor Seating']",Budget,"['South Indian', ' North Indian', ' Chinese']",1,1
Ajwa Arabian Dines,Royapettah,"['Arabian', ' North Indian', ' Chinese']","['Shawarma', ' Fried Rice', ' Chicken Grill', ' Naan', ' Chicken Biryani', ' Fish Finger']",400,3.9,94,0.0,0,"['Home Delivery', 'Indoor Seating']",Affordable,"['Arabian', ' North Indian', ' Chinese']",1,0
SLounge - Lemon Tree,"Lemon Tree Hotel, Guindy",['Finger Food'],['Cocktails'],2000,3.1,84,0.0,0,"['Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Valet Parking Available', 'Live Music', '4/5 Star', 'Nightlife', 'Indoor Seating', 'Table reservation required', 'LGBTQIA Friendly']",Premium,['Finger Food'],1,0
Something Fishy,Mylapore,"['Seafood', ' South Indian']","['Sea Food', ' Fish', ' Fry Prawns', ' Biryani', ' Vanjaram Fry']",400,0.0,0,3.8,303,['Home Delivery'],Affordable,"['Seafood', ' South Indian']",0,1
The Rock N Roll Cafe,Potheri,"['Cafe', ' Pizza', ' Italian']","['Pizza', ' Pasta']",550,3.9,84,3.8,150,"['Home Delivery', 'Indoor Seating']",Affordable,"['Cafe', ' Pizza', ' Italian']",1,1
Nivedhanam Veg International,Mylapore,"['South Indian', ' North Indian', ' Street Food', ' Beverages']","['Thali', ' Roti', ' Noodles', ' Momos', ' Tomato Soup']",550,3.1,99,3.9,237,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",Affordable,"['South Indian', ' North Indian', ' Street Food', ' Beverages']",1,1
Neyyar,St. Thomas Mount,"['Kerala', ' North Indian', ' Chinese']","['Appam', ' Kerala Parotta', ' Paratha', ' Biryani']",600,3.0,61,3.6,598,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Table booking recommended']",Affordable,"['Kerala', ' North Indian', ' Chinese']",1,1
Biryani Culture,"Omr Food Street,Thuraipakkam","['North Indian', ' Chinese', ' Tamil']","['Fried Rice', ' Roti', ' Pista House Haleem']",500,2.9,101,3.6,3502,"['Home Delivery', 'Indoor Seating']",Affordable,"['North Indian', ' Chinese', ' Tamil']",1,1
Absolute Arusuvai,T. Nagar,"['South Indian', ' North Indian', ' Desserts']",Invalid,400,4.0,106,4.0,3540,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Affordable,"['South Indian', ' North Indian', ' Desserts']",1,1
Soman Unavagam,Kolathur,"['North Indian', ' Beverages']",Invalid,350,3.7,112,4.0,2476,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",Affordable,"['North Indian', ' Beverages']",1,1
Muthamizh Restaurant,Perambur,"['North Indian', ' Chinese', ' South Indian']",Invalid,300,3.9,137,4.1,449,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",Budget,"['North Indian', ' Chinese', ' South Indian']",1,1
Ramzan Biriyani,Ambattur,"['Biryani', ' Chinese']",Invalid,450,2.8,107,3.9,2975,"['Home Delivery', 'Indoor Seating']",Affordable,"['Biryani', ' Chinese']",1,1
The Tickle Truck,Thiruvanmiyur,['Ice Cream'],"['Carrot Halwa', ' Mango Juice']",200,0.0,0,4.3,99,"['Home Delivery', 'Desserts and Bakes']",Budget,['Ice Cream'],0,1
Hotel Uppu Saaru,Kolathur,"['South Indian', ' Chinese', ' Chettinad', ' North Indian']",['Barbeque Chicken'],700,3.7,93,3.7,1254,"['Home Delivery', 'Indoor Seating']",Mid Range,"['South Indian', ' Chinese', ' Chettinad', ' North Indian']",1,1
Ayur Square,Velachery,"['North Indian', ' South Indian', ' Healthy Food']","['Sattu Paratha', ' Cheese Nachos', ' Fries', ' Gulab Jamun', ' Mojito']",500,4.1,69,4.1,366,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Table booking recommended']",Affordable,"['North Indian', ' South Indian', ' Healthy Food']",1,1
Geetha Cafe,Medavakkam,"['South Indian', ' North Indian', ' Chinese']",Invalid,150,3.8,110,4.0,2459,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",Budget,"['South Indian', ' North Indian', ' Chinese']",1,1
Tanjavur Military Hotel,Park Town,['South Indian'],"['Biryani', ' Fry Prawns', ' Kali Dosa', ' Mutton Dosa', ' Egg Dosa', ' Omelette']",250,0.0,0,3.8,128,"['Home Delivery', 'Standing Tables']",Budget,['South Indian'],0,1
Palms Kitchen,"Fairfield By Marriot, Chengalpattu","['North Indian', ' Desserts', ' Beverages', ' Asian']",['Chicken Tikka'],1400,3.7,92,3.3,40,"['Home Delivery', 'Full Bar Available', 'Free Parking', 'Indoor Seating']",Premium,"['North Indian', ' Desserts', ' Beverages', ' Asian']",1,1
The Bench Cafe,Ambattur,"['Cafe', ' Chinese', ' North Indian', ' South Indian']","['Burgers', ' Sandwich', ' Faluda', ' Pizza']",500,3.5,69,3.6,146,"['Home Delivery', 'Indoor Seating', 'Restricted Entry']",Affordable,"['Cafe', ' Chinese', ' North Indian', ' South Indian']",1,1
SS Aashiq Biryani,Porur,"['North Indian', ' Chinese']",Invalid,450,0.0,0,3.6,7207,['Home Delivery'],Affordable,"['North Indian', ' Chinese']",0,1
Bismi Hotel,George Town,"['North Indian', ' South Indian']",Invalid,300,3.7,101,0.0,0,"['Free Parking', 'Indoor Seating']",Budget,"['North Indian', ' South Indian']",1,0
Perambur Sri Srinivasa,Kolathur,"['North Indian', ' South Indian', ' Chinese', ' Street Food', ' Desserts']",Invalid,400,3.9,118,4.0,2713,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",Affordable,"['North Indian', ' South Indian', ' Chinese', ' Street Food', ' Desserts']",1,1
Lassi Junction,Anna Nagar West,"['Beverages', ' Ice Cream']",Invalid,100,3.6,95,4.1,2761,"['Home Delivery', 'Outdoor Seating']",Budget,"['Beverages', ' Ice Cream']",1,1
